t,det_idx,label,x,y,z,matched_gt,gt_dist,is_fp
1784267586.880,7,obj_7,0.0086,0.3749,1.0280,obj_7,0.014522044222803322,0
1784267586.880,8,blue box,1.9134,-0.8019,0.7334,,,1
1784267587.382,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06981447747039528,0
1784267587.382,1,obj_1,2.8871,-0.6068,1.0855,obj_1,0.016070632893081686,0
1784267587.382,2,obj_2,3.2616,-0.6383,1.1334,obj_2,0.021910482804224383,0
1784267587.382,3,obj_3,1.7712,-0.9661,1.2379,obj_3,0.005427235291274996,0
1784267587.382,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.020912798652718542,0
1784267587.382,5,obj_5,2.0108,0.6068,1.0255,obj_5,0.01048301862086945,0
1784267587.382,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005044055339446696,0
1784267587.382,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014487587466837069,0
1784267587.382,8,blue box,1.9138,-0.8019,0.7326,,,1
1784267587.880,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06981904438111607,0
1784267587.880,1,obj_1,2.8870,-0.6070,1.0855,obj_1,0.01612800111219895,0
1784267587.880,2,obj_2,3.2616,-0.6383,1.1334,obj_2,0.021913020002549383,0
1784267587.880,3,obj_3,1.7712,-0.9661,1.2379,obj_3,0.005424463828432413,0
1784267587.880,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.020911767406120538,0
1784267587.880,5,obj_5,2.0108,0.6068,1.0255,obj_5,0.010468918404481031,0
1784267587.880,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005044551917566483,0
1784267587.880,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014470363625360949,0
1784267587.880,8,blue box,1.9139,-0.8019,0.7322,,,1
1784267588.381,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06982132810142604,0
1784267588.381,1,obj_1,2.8870,-0.6070,1.0855,obj_1,0.016157048991080947,0
1784267588.381,2,obj_2,3.2616,-0.6383,1.1334,obj_2,0.021914291139544306,0
1784267588.381,3,obj_3,1.7712,-0.9661,1.2379,obj_3,0.00542307932435422,0
1784267588.381,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.020911251796959632,0
1784267588.381,5,obj_5,2.0108,0.6068,1.0255,obj_5,0.010461874365745404,0
1784267588.381,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.0050448002919565955,0
1784267588.381,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014461752843477551,0
1784267588.381,8,blue box,1.9140,-0.8019,0.7320,,,1
1784267588.880,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.0698224700278111,0
1784267588.880,1,obj_1,2.8870,-0.6070,1.0855,obj_1,0.016171663302909017,0
1784267588.880,2,obj_2,3.2616,-0.6383,1.1334,obj_2,0.021914927342371136,0
1784267588.880,3,obj_3,1.7712,-0.9661,1.2379,obj_3,0.005422387379425058,0
1784267588.880,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.020910993995914097,0
1784267588.880,5,obj_5,2.0108,0.6068,1.0255,obj_5,0.010458353867319851,0
1784267588.880,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005044924500480392,0
1784267588.880,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014457447737843044,0
1784267588.880,8,blue box,1.9140,-0.8019,0.7319,,,1
1784267589.385,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06982304100755993,0
1784267589.385,1,obj_1,2.8870,-0.6071,1.0855,obj_1,0.01617899298060196,0
1784267589.385,2,obj_2,3.2616,-0.6383,1.1334,obj_2,0.021915245602351193,0
1784267589.385,3,obj_3,1.7712,-0.9661,1.2379,obj_3,0.005422041483772256,0
1784267589.385,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.020910865096274982,0
1784267589.385,5,obj_5,2.0108,0.6068,1.0255,obj_5,0.0104565939987909,0
1784267589.385,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005044986610074044,0
1784267589.385,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014455295256426937,0
1784267589.385,8,blue box,1.9141,-0.8019,0.7319,,,1
1784267589.885,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06978880723869552,0
1784267589.885,1,obj_1,2.8870,-0.6070,1.0855,obj_1,0.016115324665983404,0
1784267589.885,2,obj_2,3.2615,-0.6383,1.1336,obj_2,0.02181455974450846,0
1784267589.885,3,obj_3,1.7712,-0.9661,1.2378,obj_3,0.005463885670616594,0
1784267589.885,4,obj_4,1.4676,0.5975,1.0849,obj_4,0.020648463480727117,0
1784267589.885,5,obj_5,2.0108,0.6073,1.0254,obj_5,0.010977303758126878,0
1784267589.885,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005052719168786865,0
1784267589.885,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014458773361063363,0
1784267589.885,8,blue box,1.9124,-0.8019,0.7358,,,1
1784267590.381,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06977169278611932,0
1784267590.381,1,obj_1,2.8869,-0.6070,1.0855,obj_1,0.016083497111487904,0
1784267590.381,2,obj_2,3.2614,-0.6383,1.1337,obj_2,0.021764821118613206,0
1784267590.381,3,obj_3,1.7712,-0.9661,1.2378,obj_3,0.005484809500717311,0
1784267590.381,4,obj_4,1.4676,0.5975,1.0851,obj_4,0.020517461099995023,0
1784267590.381,5,obj_5,2.0108,0.6076,1.0254,obj_5,0.011239643718240665,0
1784267590.381,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005056607354175867,0
1784267590.381,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014460531178443772,0
1784267590.381,8,blue box,1.9116,-0.8019,0.7378,,,1
1784267590.887,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06976313616831703,0
1784267590.887,1,obj_1,2.8869,-0.6070,1.0855,obj_1,0.016067584996388645,0
1784267590.887,2,obj_2,3.2614,-0.6383,1.1337,obj_2,0.02174010409484507,0
1784267590.887,3,obj_3,1.7712,-0.9661,1.2378,obj_3,0.005495271844151275,0
1784267590.887,4,obj_4,1.4676,0.5976,1.0851,obj_4,0.02045201062893182,0
1784267590.887,5,obj_5,2.0108,0.6078,1.0254,obj_5,0.011371269972226343,0
1784267590.887,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005058556908666097,0
1784267590.887,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014461414776409016,0
1784267590.887,8,blue box,1.9112,-0.8019,0.7388,,,1
1784267591.389,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06975885801160316,0
1784267591.389,1,obj_1,2.8869,-0.6069,1.0855,obj_1,0.016059629355817145,0
1784267591.389,2,obj_2,3.2614,-0.6383,1.1337,obj_2,0.02172778380707488,0
1784267591.389,3,obj_3,1.7712,-0.9661,1.2378,obj_3,0.005500503122251339,0
1784267591.389,4,obj_4,1.4676,0.5976,1.0852,obj_4,0.02041929821550368,0
1784267591.389,5,obj_5,2.0108,0.6078,1.0253,obj_5,0.011437192576987922,0
1784267591.389,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.0050595330495200866,0
1784267591.389,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014461857747460059,0
1784267591.389,8,blue box,1.9110,-0.8019,0.7393,,,1
1784267591.893,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06975671897130066,0
1784267591.893,1,obj_1,2.8869,-0.6069,1.0855,obj_1,0.016055651639956613,0
1784267591.893,2,obj_2,3.2614,-0.6383,1.1337,obj_2,0.021721633238203062,0
1784267591.893,3,obj_3,1.7712,-0.9661,1.2378,obj_3,0.005503118787808496,0
1784267591.893,4,obj_4,1.4676,0.5976,1.0852,obj_4,0.020402945232305444,0
1784267591.893,5,obj_5,2.0108,0.6079,1.0253,obj_5,0.011470180698487884,0
1784267591.893,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005060021460619067,0
1784267591.893,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014462079525971306,0
1784267591.893,8,blue box,1.9109,-0.8019,0.7395,,,1
1784267592.386,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06975564946066458,0
1784267592.386,1,obj_1,2.8869,-0.6069,1.0855,obj_1,0.016053662808155452,0
1784267592.386,2,obj_2,3.2614,-0.6383,1.1337,obj_2,0.0217185603498943,0
1784267592.386,3,obj_3,1.7712,-0.9661,1.2378,obj_3,0.0055044266272029985,0
1784267592.386,4,obj_4,1.4676,0.5976,1.0852,obj_4,0.020394769548847103,0
1784267592.386,5,obj_5,2.0108,0.6079,1.0253,obj_5,0.011486681396638158,0
1784267592.386,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005060265751307704,0
1784267592.386,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014462190488469409,0
1784267592.386,8,blue box,1.9109,-0.8019,0.7397,,,1
1784267592.879,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06975511470772493,0
1784267592.879,1,obj_1,2.8869,-0.6069,1.0855,obj_1,0.016052668398789903,0
1784267592.879,2,obj_2,3.2614,-0.6383,1.1337,obj_2,0.02171702450506854,0
1784267592.879,3,obj_3,1.7712,-0.9661,1.2378,obj_3,0.005505080548552846,0
1784267592.879,4,obj_4,1.4676,0.5976,1.0852,obj_4,0.02039068190943652,0
1784267592.879,5,obj_5,2.0108,0.6079,1.0253,obj_5,0.011494933396727372,0
1784267592.879,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005060387917933352,0
1784267592.879,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014462245988028593,0
1784267592.879,8,blue box,1.9108,-0.8019,0.7397,,,1
1784267593.383,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06975484733184982,0
1784267593.383,1,obj_1,2.8869,-0.6069,1.0855,obj_1,0.01605217119574145,0
1784267593.383,2,obj_2,3.2614,-0.6383,1.1337,obj_2,0.021716256732524645,0
1784267593.383,3,obj_3,1.7712,-0.9661,1.2378,obj_3,0.00550540750964061,0
1784267593.383,4,obj_4,1.4676,0.5976,1.0852,obj_4,0.020388638140346412,0
1784267593.383,5,obj_5,2.0108,0.6079,1.0253,obj_5,0.011499059808488978,0
1784267593.383,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005060449006566031,0
1784267593.383,7,obj_7,0.0087,0.3749,1.0280,obj_7,0.014462273742385654,0
1784267593.383,8,blue box,1.9108,-0.8019,0.7398,,,1
1784267596.886,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06965451860740322,0
1784267596.886,1,obj_1,2.8880,-0.6051,1.0857,obj_1,0.015314785807280165,0
1784267596.886,2,obj_2,3.2615,-0.6383,1.1336,obj_2,0.021831659570784312,0
1784267596.886,3,obj_3,1.7713,-0.9660,1.2380,obj_3,0.005306491665780702,0
1784267596.886,4,obj_4,1.4676,0.5975,1.0850,obj_4,0.02055550930412283,0
1784267596.886,5,obj_5,2.0108,0.6075,1.0254,obj_5,0.011125933180867471,0
1784267596.886,6,obj_6,0.0025,0.0000,1.0430,obj_6,0.004904514029333551,0
1784267596.886,7,obj_7,0.0089,0.3749,1.0280,obj_7,0.014248927724587232,0
1784267596.886,8,blue box,1.9102,-0.8019,0.7408,,,1
1784267597.392,0,obj_0,2.7919,-0.9331,1.1934,obj_0,0.06960457564637106,0
1784267597.392,1,obj_1,2.8885,-0.6042,1.0859,obj_1,0.015048687008666196,0
1784267597.392,2,obj_2,3.2616,-0.6383,1.1336,obj_2,0.02189016003463464,0
1784267597.392,3,obj_3,1.7714,-0.9660,1.2381,obj_3,0.0052075965333257005,0
1784267597.392,4,obj_4,1.4676,0.5975,1.0850,obj_4,0.020640014455098048,0
1784267597.392,5,obj_5,2.0109,0.6073,1.0255,obj_5,0.010938037237967256,0
1784267597.392,6,obj_6,0.0025,0.0002,1.0431,obj_6,0.004831182426313493,0
1784267597.392,7,obj_7,0.0090,0.3749,1.0280,obj_7,0.014142271153060321,0
1784267597.392,8,blue box,1.9098,-0.8019,0.7413,,,1
1784267597.879,0,obj_0,2.7919,-0.9331,1.1935,obj_0,0.06957962667286156,0
1784267597.879,1,obj_1,2.8888,-0.6037,1.0860,obj_1,0.014942973125910386,0
1784267597.879,2,obj_2,3.2616,-0.6383,1.1335,obj_2,0.02191951458607071,0
1784267597.879,3,obj_3,1.7714,-0.9660,1.2381,obj_3,0.00515834205888629,0
1784267597.879,4,obj_4,1.4676,0.5975,1.0849,obj_4,0.02068228271999996,0
1784267597.879,5,obj_5,2.0109,0.6072,1.0255,obj_5,0.010844274484104677,0
1784267597.879,6,obj_6,0.0025,0.0002,1.0431,obj_6,0.004795746535460296,0
1784267597.879,7,obj_7,0.0091,0.3749,1.0280,obj_7,0.014088950591489137,0
1784267597.879,8,blue box,1.9097,-0.8019,0.7416,,,1
1784267598.386,0,obj_0,2.7919,-0.9331,1.1935,obj_0,0.0695671578199231,0
1784267598.386,1,obj_1,2.8889,-0.6035,1.0860,obj_1,0.01489713076951726,0
1784267598.386,2,obj_2,3.2617,-0.6383,1.1335,obj_2,0.021934217819615853,0
1784267598.386,3,obj_3,1.7714,-0.9660,1.2381,obj_3,0.005133764717197307,0
1784267598.386,4,obj_4,1.4676,0.5975,1.0849,obj_4,0.02070342074677941,0
1784267598.386,5,obj_5,2.0109,0.6072,1.0255,obj_5,0.010797440819607639,0
1784267598.386,6,obj_6,0.0025,0.0002,1.0431,obj_6,0.004778344117774859,0
1784267598.386,7,obj_7,0.0091,0.3749,1.0280,obj_7,0.014062292267379671,0
1784267598.386,8,blue box,1.9096,-0.8019,0.7417,,,1
1784267598.882,0,obj_0,2.7919,-0.9331,1.1935,obj_0,0.0695609248027916,0
1784267598.882,1,obj_1,2.8890,-0.6033,1.0860,obj_1,0.014875982875470614,0
1784267598.882,2,obj_2,3.2617,-0.6383,1.1335,obj_2,0.02194157591063163,0
1784267598.882,3,obj_3,1.7715,-0.9659,1.2377,obj_3,0.00550782844118465,0
1784267598.882,4,obj_4,1.4677,0.5974,1.0850,obj_4,0.020643932099940324,0
1784267598.882,5,obj_5,2.0109,0.6072,1.0255,obj_5,0.010878044831319463,0
1784267598.882,6,obj_6,0.0026,0.0002,1.0431,obj_6,0.004791834011913853,0
1784267598.882,7,obj_7,0.0091,0.3749,1.0280,obj_7,0.014093415553914634,0
1784267598.882,8,blue box,1.9096,-0.8019,0.7418,,,1
1784267598.882,9,blue box,0.3357,0.4278,1.7834,,,1
1784267599.383,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06961676380349614,0
1784267599.383,1,obj_1,2.8891,-0.6035,1.0860,obj_1,0.015083312415579087,0
1784267599.383,2,obj_2,3.2618,-0.6382,1.1336,obj_2,0.022091420954851254,0
1784267599.383,3,obj_3,1.7715,-0.9659,1.2365,obj_3,0.006765691021930454,0
1784267599.383,4,obj_4,1.4677,0.5973,1.0849,obj_4,0.020706683614664313,0
1784267599.383,5,obj_5,2.0109,0.6079,1.0254,obj_5,0.011447556517046814,0
1784267599.383,6,obj_6,0.0027,0.0002,1.0432,obj_6,0.004716418653156702,0
1784267599.383,7,obj_7,0.0091,0.3751,1.0280,obj_7,0.014088342629706499,0
1784267599.383,8,blue box,1.9096,-0.8019,0.7418,,,1
1784267599.383,9,gray scissors,0.3357,0.4278,1.7834,,,1
1784267599.881,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06964469202182985,0
1784267599.881,1,obj_1,2.8892,-0.6035,1.0861,obj_1,0.01518707401955299,0
1784267599.881,2,obj_2,3.2618,-0.6381,1.1336,obj_2,0.022166605207665138,0
1784267599.881,3,obj_3,1.7715,-0.9659,1.2358,obj_3,0.007396462636663526,0
1784267599.881,4,obj_4,1.4677,0.5973,1.0849,obj_4,0.02073817966539408,0
1784267599.881,5,obj_5,2.0108,0.6082,1.0253,obj_5,0.01173441303857661,0
1784267599.881,6,obj_6,0.0027,0.0002,1.0432,obj_6,0.0046794857792184785,0
1784267599.881,7,obj_7,0.0091,0.3751,1.0280,obj_7,0.014086622495030598,0
1784267599.881,8,blue box,1.9096,-0.8019,0.7418,,,1
1784267599.881,9,gray scissors,0.3357,0.4278,1.7834,,,1
1784267600.385,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06965865830743422,0
1784267600.385,1,obj_1,2.8893,-0.6036,1.0861,obj_1,0.015238978453233635,0
1784267600.385,2,obj_2,3.2618,-0.6381,1.1337,obj_2,0.02220426199197391,0
1784267600.385,3,obj_3,1.7715,-0.9659,1.2355,obj_3,0.007712176918725117,0
1784267600.385,4,obj_4,1.4677,0.5973,1.0849,obj_4,0.020753957604516773,0
1784267600.385,5,obj_5,2.0108,0.6083,1.0253,obj_5,0.011878322161158457,0
1784267600.385,6,obj_6,0.0027,0.0002,1.0432,obj_6,0.004661218443517804,0
1784267600.385,7,obj_7,0.0091,0.3752,1.0280,obj_7,0.014085966607124929,0
1784267600.385,8,blue box,1.9096,-0.8019,0.7418,,,1
1784267600.385,9,gray scissors,0.3357,0.4278,1.7834,,,1
1784267600.887,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06966564199396397,0
1784267600.887,1,obj_1,2.8893,-0.6036,1.0861,obj_1,0.01526493650769596,0
1784267600.887,2,obj_2,3.2618,-0.6380,1.1337,obj_2,0.022223106452778314,0
1784267600.887,3,obj_3,1.7715,-0.9659,1.2353,obj_3,0.007870104651586272,0
1784267600.887,4,obj_4,1.4677,0.5973,1.0849,obj_4,0.020761854032635453,0
1784267600.887,5,obj_5,2.0108,0.6084,1.0253,obj_5,0.011950391875328394,0
1784267600.887,6,obj_6,0.0027,0.0002,1.0433,obj_6,0.004652135236925598,0
1784267600.887,7,obj_7,0.0091,0.3752,1.0280,obj_7,0.014085689716996625,0
1784267600.887,8,blue box,0.3357,0.4278,1.7834,,,1
1784267601.883,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06967087999665252,0
1784267601.883,1,obj_1,2.8893,-0.6036,1.0861,obj_1,0.015284407586237631,0
1784267601.883,2,obj_2,3.2618,-0.6380,1.1337,obj_2,0.02223724680607918,0
1784267601.883,3,obj_3,1.7715,-0.9659,1.2352,obj_3,0.007988579045808358,0
1784267601.883,4,obj_4,1.4677,0.5973,1.0849,obj_4,0.020767779612191613,0
1784267601.883,5,obj_5,2.0108,0.6085,1.0253,obj_5,0.012004493406509116,0
1784267601.883,6,obj_6,0.0027,0.0002,1.0433,obj_6,0.004645345070847581,0
1784267601.883,7,obj_7,0.0091,0.3752,1.0280,obj_7,0.014085504387158405,0
1784267601.883,8,gray scissors,0.3357,0.4278,1.7834,,,1
1784267602.381,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06967175301691272,0
1784267602.381,1,obj_1,2.8893,-0.6036,1.0861,obj_1,0.015287652976795617,0
1784267602.381,2,obj_2,3.2619,-0.6380,1.1337,obj_2,0.022239604114676032,0
1784267602.381,3,obj_3,1.7715,-0.9659,1.2352,obj_3,0.008008327072935003,0
1784267602.381,4,obj_4,1.4677,0.5973,1.0849,obj_4,0.02076876748012979,0
1784267602.381,5,obj_5,2.0108,0.6085,1.0253,obj_5,0.012013514385976656,0
1784267602.381,6,obj_6,0.0027,0.0002,1.0433,obj_6,0.004644215236519615,0
1784267602.381,7,obj_7,0.0091,0.3752,1.0280,obj_7,0.014085475360394933,0
1784267602.381,8,gray scissors,0.3357,0.4278,1.7834,,,1
1784267602.890,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06967218952916555,0
1784267602.890,1,obj_1,2.8893,-0.6036,1.0861,obj_1,0.01528927569462471,0
1784267602.890,2,obj_2,3.2619,-0.6380,1.1337,obj_2,0.022240782831394055,0
1784267602.890,3,obj_3,1.7715,-0.9659,1.2352,obj_3,0.00801820132782382,0
1784267602.890,4,obj_4,1.4677,0.5973,1.0849,obj_4,0.020769261443160998,0
1784267602.890,5,obj_5,2.0108,0.6085,1.0253,obj_5,0.012018025308006806,0
1784267602.890,6,obj_6,0.0028,0.0002,1.0433,obj_6,0.0046436505190070925,0
1784267602.890,7,obj_7,0.0091,0.3752,1.0280,obj_7,0.014085461046467402,0
1784267602.890,8,gray scissors,0.3357,0.4278,1.7834,,,1
1784267603.380,0,obj_0,2.7921,-0.9331,1.1933,obj_0,0.06974666815722627,0
1784267603.380,1,obj_1,2.8891,-0.6033,1.0861,obj_1,0.014943550242695343,0
1784267603.380,2,obj_2,3.2618,-0.6380,1.1337,obj_2,0.02219939214684303,0
1784267603.380,3,obj_3,1.7715,-0.9659,1.2360,obj_3,0.007226863258788945,0
1784267603.380,4,obj_4,1.4678,0.5974,1.0850,obj_4,0.0206283876597598,0
1784267603.380,5,obj_5,2.0109,0.6080,1.0254,obj_5,0.011601023212359368,0
1784267603.380,6,obj_6,0.0028,0.0004,1.0435,obj_6,0.004411644735216779,0
1784267603.380,7,obj_7,0.0095,0.3753,1.0278,obj_7,0.01369238482041751,0
1784267603.380,8,gray scissors,0.3357,0.4278,1.7834,,,1
1784267603.380,9,gray scissors,1.9147,-0.8019,0.7284,,,1
1784267603.881,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06978396004964259,0
1784267603.881,1,obj_1,2.8890,-0.6031,1.0861,obj_1,0.014771213171176505,0
1784267603.881,2,obj_2,3.2618,-0.6380,1.1336,obj_2,0.022178702938936173,0
1784267603.881,3,obj_3,1.7715,-0.9659,1.2364,obj_3,0.006831879248102659,0
1784267603.881,4,obj_4,1.4678,0.5974,1.0850,obj_4,0.020558090990383287,0
1784267603.881,5,obj_5,2.0109,0.6078,1.0255,obj_5,0.011393193083110289,0
1784267603.881,6,obj_6,0.0029,0.0005,1.0437,obj_6,0.004300161834004067,0
1784267603.881,7,obj_7,0.0097,0.3754,1.0278,obj_7,0.013497169269982285,0
1784267603.881,8,gray scissors,0.3357,0.4278,1.7834,,,1
1784267603.881,9,blue box,1.9147,-0.8019,0.7284,,,1
1784267604.380,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.0698026191158772,0
1784267604.380,1,obj_1,2.8890,-0.6031,1.0861,obj_1,0.01468518145083399,0
1784267604.380,2,obj_2,3.2618,-0.6380,1.1336,obj_2,0.022168359873585022,0
1784267604.380,3,obj_3,1.7715,-0.9659,1.2366,obj_3,0.006634594198725183,0
1784267604.380,4,obj_4,1.4678,0.5974,1.0851,obj_4,0.02052297813174724,0
1784267604.380,5,obj_5,2.0109,0.6077,1.0255,obj_5,0.01128945656406036,0
1784267604.380,6,obj_6,0.0029,0.0005,1.0437,obj_6,0.0042456552856284125,0
1784267604.380,7,obj_7,0.0098,0.3754,1.0278,obj_7,0.013399909023173045,0
1784267604.380,8,gray scissors,0.3357,0.4278,1.7834,,,1
1784267604.380,9,blue box,1.9147,-0.8019,0.7284,,,1
1784267604.883,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.0698119519259333,0
1784267604.883,1,obj_1,2.8889,-0.6030,1.0861,obj_1,0.01464220049818483,0
1784267604.883,2,obj_2,3.2618,-0.6381,1.1336,obj_2,0.022163188726188058,0
1784267604.883,3,obj_3,1.7715,-0.9659,1.2367,obj_3,0.006536008880437608,0
1784267604.883,4,obj_4,1.4678,0.5975,1.0851,obj_4,0.020505430624610237,0
1784267604.883,5,obj_5,2.0109,0.6077,1.0255,obj_5,0.01123763438371119,0
1784267604.883,6,obj_6,0.0029,0.0005,1.0438,obj_6,0.004218724776825004,0
1784267604.883,7,obj_7,0.0099,0.3754,1.0277,obj_7,0.013351367999024137,0
1784267604.883,8,gray scissors,0.3357,0.4278,1.7834,,,1
1784267604.883,9,blue box,1.9147,-0.8019,0.7284,,,1
1784267605.381,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.0698166191498128,0
1784267605.381,1,obj_1,2.8889,-0.6030,1.0861,obj_1,0.01462071883855072,0
1784267605.381,2,obj_2,3.2618,-0.6381,1.1336,obj_2,0.022160603248887894,0
1784267605.381,3,obj_3,1.7715,-0.9659,1.2367,obj_3,0.006486731283749082,0
1784267605.381,4,obj_4,1.4678,0.5975,1.0851,obj_4,0.020496659108271444,0
1784267605.381,5,obj_5,2.0109,0.6076,1.0255,obj_5,0.011211734999733285,0
1784267605.381,6,obj_6,0.0029,0.0005,1.0438,obj_6,0.004205342027770828,0
1784267605.381,7,obj_7,0.0099,0.3754,1.0277,obj_7,0.013327120045852313,0
1784267605.381,8,gray scissors,0.3357,0.4278,1.7834,,,1
1784267605.381,9,blue box,1.9147,-0.8019,0.7284,,,1
1784267605.881,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06981895296641755,0
1784267605.881,1,obj_1,2.8889,-0.6030,1.0861,obj_1,0.014609980224250167,0
1784267605.881,2,obj_2,3.2618,-0.6381,1.1336,obj_2,0.022159310534347443,0
1784267605.881,3,obj_3,1.7715,-0.9659,1.2368,obj_3,0.006462096351529561,0
1784267605.881,4,obj_4,1.4678,0.5975,1.0851,obj_4,0.020492273910247345,0
1784267605.881,5,obj_5,2.0109,0.6076,1.0255,obj_5,0.011198788257984848,0
1784267605.881,6,obj_6,0.0029,0.0006,1.0438,obj_6,0.004198671510038891,0
1784267605.881,7,obj_7,0.0099,0.3754,1.0277,obj_7,0.013315001744947194,0
1784267605.881,8,gray scissors,0.3357,0.4278,1.7834,,,1
1784267605.881,9,blue box,1.9147,-0.8019,0.7284,,,1
1784267609.383,0,obj_0,2.7919,-0.9331,1.1935,obj_0,0.06954913791582651,0
1784267609.383,1,obj_1,2.8889,-0.6032,1.0861,obj_1,0.014734040813200611,0
1784267609.383,2,obj_2,3.2617,-0.6381,1.1338,obj_2,0.02202471094098101,0
1784267609.383,3,obj_3,1.7715,-0.9659,1.2373,obj_3,0.00596748693804226,0
1784267609.383,4,obj_4,1.4678,0.5973,1.0850,obj_4,0.02064677223172555,0
1784267609.383,5,obj_5,2.0109,0.6078,1.0254,obj_5,0.011443857764705948,0
1784267609.383,6,obj_6,-0.0055,-0.0018,1.0440,obj_6,0.00881598942678197,0
1784267609.383,7,obj_7,0.0090,0.3751,1.0279,obj_7,0.014133417660559167,0
1784267609.383,8,gray scissors,0.3357,0.4278,1.7834,,,1
1784267609.383,9,blue box,1.9131,-0.8019,0.7337,,,1
1784267609.881,0,obj_0,2.7410,-0.9481,1.1960,obj_0,0.01674806043615172,0
1784267609.881,1,obj_1,2.8889,-0.6033,1.0861,obj_1,0.014801885498800592,0
1784267609.881,2,obj_2,3.2616,-0.6382,1.1339,obj_2,0.021958427283498567,0
1784267609.881,3,obj_3,1.7714,-0.9659,1.2375,obj_3,0.005749100254285515,0
1784267609.881,4,obj_4,1.4678,0.5973,1.0845,obj_4,0.021134174374262116,0
1784267609.881,5,obj_5,2.0109,0.6084,1.0252,obj_5,0.012014758918585125,0
1784267609.881,6,obj_6,-0.0097,-0.0029,1.0440,obj_6,0.012851606762430173,0
1784267609.881,7,obj_7,0.0086,0.3750,1.0279,obj_7,0.014527799231951279,0
1784267609.881,8,gray scissors,0.3355,0.4277,1.7838,,,1
1784267609.881,9,blue box,1.9123,-0.8019,0.7364,,,1
1784267610.387,0,obj_0,2.7282,-0.9519,1.1966,obj_0,0.004868373691262356,0
1784267610.387,1,obj_1,2.8889,-0.6033,1.0861,obj_1,0.01483593815190053,0
1784267610.387,2,obj_2,3.2616,-0.6382,1.1339,obj_2,0.02192538143337849,0
1784267610.387,3,obj_3,1.7713,-0.9659,1.2376,obj_3,0.005641313671027386,0
1784267610.387,4,obj_4,1.4678,0.5973,1.0842,obj_4,0.021377962491300858,0
1784267610.387,5,obj_5,2.0109,0.6087,1.0251,obj_5,0.012300597385468836,0
1784267610.387,6,obj_6,-0.0118,-0.0035,1.0441,obj_6,0.014936955982292895,0
